Number,Title,Company,City,State,Zip,Country,Salary,MinSalary,MaxSalary,AvgSalary,Rating,Summary,Website,Type of Job,Level of Job,,

Benefits:
Health insurance
Paid time off
Flexible schedule

Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job

This Company Describes Its Culture as:
Team-oriented -- cooperative and collaborative
Outcome-oriented -- results-focused with strong performance culture",SimplyHired.com,AI/ML,Senior,,
1147,Data Engineer,,Norwalk,CT,,USA,0.00,140000.00,190000.00,165000.00,,"EducationBachelor's Degree
SkillsPostgreSQL
SQL
AWS
Scripting
Data WarehouseAs Data Engineer at Potoo, your role is to become an expert at understanding our E-Commerce data. We expect you to work alongside our Data Reporting team to support the Sales and Account management teams. If you: can identify problems in complex data; develop scripts to manipulate data; like to think of clever ways to solve tricky data problems; and you love working with people, this is a great opportunity for you.

Requirements: 
Ability to plan, roadmap and execute on database and automation focused projects
Develop ETL and data pipelines using big data technologies on AWS Cloud
Assist in analyzing business requirements, source systems, understand underlying data sources, transformation requirements, data mapping, data model and metadata for reporting solutions
Automation and scripting experience
Ability to work on multiple ETL partner/vendor integration projects
Experience with database design and best practices
Must be a constant learner, strong team player, and have a passion for building new things.

Qualifications: 
3+ years of experience in ETL and Data Warehouse methodologies and technologies in a Linux/Unix environment
2+ years experience with PostgreSQL
2+ years of experience in SQL, Java, Scala, Linux
1+ years of experience in implementing data warehousing solutions on AWS Cloud using services such as RDS, S3, etc.
Bachelor’s degree in Computer Science
Excellent written and oral communication skills, ability to articulate and document processes and workflows
Ability to work under pressure and handle multiple priorities
Team player

Job Type: Full-time",SimplyHired.com,Data Engineer,,,
1148,Data Scientist,,Wexford,PA,,USA,0.00,98000.00,130000.00,114000.00,,"EducationDoctoral Degree
Master's Degree
SkillsSQL
NoSQL
Warehouse Management System
Kubernetes
TensorFlowWould you like to collaborate with some of the brightest, most talented software engineers in Pittsburgh AND make a recognizable impact in a profitable, established and growing software solutions company? As a member of Lucas? Product Development Team, you could be doing just that! 

 We are looking for Data Scientists that will help us discover the information hidden in vast amounts of data collected from Lucas products and help our customers make smarter decisions. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products. 

The Data Scientist will be responsible for:
 Using data science techniques and tools to explore and create solutions that can be incorporated into Lucas products. 
Working with domain experts and customers to understand the challenges in the Supply Chain problem space. 
Working with product development teams to bring solutions to market. 

Requirements:
 MS or PhD in Computer Science, Data Science, or related field. 
2+ years of production level experience in developing deep learning algorithms and technologies. 
Experience with at least one major deep learning framework (TensorFlow, Caffe, Theano, Torch, CNTK, MxNet). 
Strong knowledge of deep learning theory (CNNs, RNNs, LSTMs, etc.). 
Strong Python programming experience. 
Hands on experience with statistical modeling and machine learning software (Python statistical and ML libraries, R, etc.). 
Experience with database technologies and modeling (e.g. SQL, no-SQL, graph databases). 
Experience with cloud-based solutions (preferably AWS). 
Experience with containerized solutions (Docker/Kubernetes) 
Strong problem solving skills and ability to learn quickly. 
Being up-to-date on trends and developments in deep learning. 
Proven ability to work both independently and in team-based environment. 
Commitment to producing high quality, well-designed and flexible solutions. 
Solid troubleshooting, analytical, and organizational skills with attention to detail. 
Excellent verbal and written communication skills. 

Additional Valued Experience:
 Additional programming languages. 
Experience with Warehouse Management Systems (WMS) or other supply chain software solutions. 
Experience with FoundationDB. 
Experience with customer interaction to discuss requirements and use cases.",SimplyHired.com,Data Scientist,,,
1149,Data Scientist,,Springfield,PA,,USA,0.00,100000.00,130000.00,115000.00,,"EducationBachelor's Degree
SkillsSQL
Natural Language Processing
TensorFlow
Data Collection
R
BenefitsDental Insurance
Health Insurance
Vision Insurance
Retirement PlanWe are currently seeking a data scientist to join GapInternational. As a part of the Data Science R&D team you will beresponsible for applying machine learning to different business problems. Youwill be taking care of all steps starting from dataset preparation, featuregeneration, training algorithms and deploying to make predictions. Projectswill range from simpler prediction problems with linear/logistic regression tocomplex problems in NLP. You will design and develop a platform tomanage, gain insight and make recommendations about marketing, prospect andclient data. You will collaborate with other departments to extractclient/prospect learnings and make business recommendations.

About GapInternational: 

Gap International is a global performanceconsulting company based in Philadelphia. Our focus is always on overcomingshort-term obstacles to growth as well as delivering the longer-term vision andstrategic outcomes for the organization. For four decades, we have partneredwith leaders of some of the world’s greatest corporations to reach theirambitions and outperform what’s expected.

Purpose of the Role: 

Design, developand utilize data to gain insight and make recommendations about marketing,prospect, client and product data.

Measures, Outcomes and Deliverables: 

· Collectand integrate data from multiple sources to deliver clear and actionableinsights that impact all product and consulting delivery

· Developdata models and visualizations that impact direct client opportunities

· Leverageproduct data to make product development recommendations that are included inthe product life-cycle roadmap

· Leadweekly and monthly sessions to align senior leadership, Enterprise Business andMarketing to operate inside of best practices and business process

· Directdevelopment to include linguistic analysis across all client interventions

· 100%of projects are completed according to the timeline with measured impact to thebusiness

Responsibilities: 

· Collectand integrate data from various data sources. This could involve text miningfrom document collections, as well as connecting to databases and extractingdata.

· Createdatasets for training algorithms. This will involve writing scripts to joindifferent structured and unstructured datasets, create features supportinghypothesis.

· Performiterative experiments with different techniques and features to discover bestperforming algorithm.

· Collaboratewith data engineering team to create data pipelines for regular feed intotrained algorithms to make predictions.

· Youwill need to ensure data feeds are consistent with features used duringtraining algorithms.

· Monitoralgorithm performance and suggest measures for improvement.

· Documentyour work starting with data collection, feature documentation, algorithmperformance results.

Requirements: 

· 3-5 years of experience and a degree in Computer Science, Statistics, AppliedMathematics.

· Python ML/NLP libraries such as TensorFlow, PyTorch, NLTK/SpaCy,or R equivalents.

· Visualization libraries.

· Programming Languages: Python/R, SQL.

· Proficiency in statistical analysis, quantitative analysis,predictive analytics, and optimization algorithms

Website: 

Find out more about the company: www.gapinternational.com

Job Type: Full-time

Experience:
relevant: 3 years (Required)

Education:
Bachelor's (Required)

Work authorization:
United States (Required)

Work Location:
One location

Benefits:
Health insurance
Dental insurance
Vision insurance
Retirement plan

Schedule::
Monday to Friday",SimplyHired.com,Data Scientist,,,
1150,Data Scientist (Journeyman),,Springfield,VA,,USA,0.00,96000.00,140000.00,118000.00,,"SkillsSQL
Data Management
PostgreSQL
NoSQL
Cloud Architecture
BenefitsReferral ProgramAre you passionate about solving challenging problems? 
Do you thrive being a critical part of an elite team of like-minded people? 
How would you like for your next career move to take you to the next level? 

 If any of this sounds appealing, look no further. 

Job Description:
 Novetta is seeking a Data Scientist (Journeyman) in the role of the Maritime Safety Office.This position is to provide both digital and hardcopy maritime products, services, and data to support worldwide Safety of Navigation. Without accurate and up-to-date nautical products, military platforms are at increased risk when they conduct operations, transport personnel and deliver material. The U.S. Navy has made it clear to NGA that it will continue to require both digital and hard copy maritime products for the foreseeable future. Services procured under this contract will primarily support the production and maintenance of Maritime GEOINT at NCE facilities. 

Responsibilities include:
Collect, process, and perform data analysis
Integrate, centralize, protect, and maintain data in a DBMS
Clean, massage, and organize data
Perform ad-hoc analysis and present results in a clear manner
Conduct undirected research and frame open-ended industry / customer questions
Recommend cost-effective changes to existing procedures and strategies
Communicate complex quantitative analysis in a clear, precise, and actionable manner using story-telling / visualization
Create / maintain tools to extract features from a variety of sources including raster to vector, vector to vector, text to vector, and text to database.
Write / maintain Python Scripts in ARCGIS to improve efficiency of the production process.
Support Business Processing Re-Engineering
Perform Data Conversion/migration
Perform Business Analytics
Work with the Government on new production capabilities / services
Basic Qualifications:
3 to 10 years of programming skills with the ability to write / maintain scripts, including Python scripts and Java and familiarity of querying with SQL.
Advanced knowledge in data science, including the areas of data services, modeling, and analytics.
Advanced knowledge of geospatial data management including data type conversion; coordinate systems (latitude and longitude, UTM) and their conversions; and knowledge of projections and their properties / conversions.
Minimum 2 years of experience working with data quality control tools including ArcGIS Data ReViewer.
Proficient with ESRI Workflow Manager WMX and TAM.
Desired Skills:
Experience with combining digital cartography, computer technology, GIS, cartographic and geospatial production techniques, remote sensing, photogrammetry, and digital data formats.
Ability to clean / prune data to discard irrelevant information
Ability to examine data from a variety of angles to determine hidden value, weaknesses, trends, and / or opportunities
Advanced knowledge of ESRI ArcGIS and ArcServer.
Knowledge of database systems and architecture (ORACLE, PostgresSQL, NoSQL (MongoDB), Microsoft Access)
Ability writing SQL
Understanding cloud architecture and DevOps
Knowledge of symbolization rules (how symbols are used to portray features)
Knowledge of generalization rules.
Experience working with geospatial data in a multi-user enterprise environment (i.e., versioning data)
Knowledge of artificial intelligence, natural language processing, and machine to-machine learning.
Knowledge of Metrics dissemination
Ability to convert unstructured data into structured data
Security Clearance: Top Secret SCI 

 So, what does Novetta do? 

We focus on three core areas: Cyber, Entity, and Multi-Int Analytics. Our products are focused on processing and analyzing vast amounts of data in these core areas. Our services are focused on helping our customers move from complexity to clarity. At Novetta, we bridge the gap between what our customers think they can do and what they aspire to achieve. 

Our culture is shaped by a commitment to our Core Values:
Integrity: We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Mission Success: Customer mission success drives our daily efforts—we strive always to exceed customer expectations and focus on mission success beyond contractual commitments.
Employee Focus: We value our employees and demonstrate our commitment to them by providing clear communications, outstanding benefits, career development, and opportunities to work on problems and technical challenges of national significance.
Innovation: We believe that innovation is critical to our success – that discovering new and more effective ways to achieve customer mission success is what makes us a great company.
GET A REFERRAL BONUS FOR THE GREAT PEOPLE YOU KNOW! 
With our amazing referral program, you could be eligible to earn 
outstanding rewards for referring qualified new hires to Novetta. 

 Novetta is an equal opportunity/affirmative action employer. 
All qualified applicants will receive consideration for employment without regard to sex, 
gender identity, sexual orientation, race, color, religion, national origin, disability, 
protected veteran status, age, or any other characteristic protected by law.",SimplyHired.com,Data Scientist,,,
1151,Data Scientist I,,Columbus,OH,,USA,0.00,81000.00,110000.00,95500.00,,"EducationBachelor's Degree
SkillsResearch Experience
401(k)
SAS
R
Communication Skills
BenefitsFlexible Spending Account
Dental Insurance
Health Insurance
Paid Time Off
401(k) MatchingWe are currently seeking a Data Scientist I. This position is located in Columbus, Ohio. 

 Battelle is guided by a founding mission. We invest our knowledge, talents and resources, helping our customers achieve their most important goals. We apply scientific rigor and creativity, succeeding where others may fail, and we invest in our communities, making the world better for generations to come. All of us share a common purpose: to solve the greatest challenges of today and tomorrow. 

 Our 22,000 employees work at the forefront of scientific innovation to tackle critical challenges in security, human health, manufacturing, energy and environmental management. Battelle’s work is grounded in the belief that science, technology and a passion for excellence can make industries more competitive and the world a better place. 

 JOB SUMMARY 

 Battelle’s Advanced Analytics Division provides data management, software development, analytics, machine learning, deep learning, and statistics across a wide range of research domains. Someone in this role will work with analytics and software development teams to deliver high quality solutions to government and commercial clients on time and within budget constraints. 

 MAJOR RESPONSIBILITIES 

 Participate in large scale model validation and testing work, including the following: 
Reproducing model results by running pre-written scripts in a variety of programming languages (e.g., SAS, R, Python) 
Learning and understanding the models being used in order to diagnose any errors and communicate findings to the modelers 
Helping to generate reports to clients detailing the results of the validation and testing exercises 

Managing and organizing information, for example:
 Developing databases to store collected data 
Generating templates and/or organizational systems that can be used to manage project data and information 
Writing custom scripts to locate, extract, and visualize relevant data 
Processing and combining data sets for analysis from diverse sources 
Summarizing data for internal and external reports 
Critically evaluating data for quality measures such as completeness, accuracy, and applicability, applying understanding of relevant research area nomenclature 
Communicating results in a clear, concise, and effective manner with emphasis on data visualization techniques 
Proactively managing expectations and meeting deadlines on multiple projects in a fast-moving, agile environment 
Maintaining excellent communication and interacting with co-located team members as well as geographically diverse team members daily 
THE FOLLOWING IS REQUIRED 

 Bachelor’s Degree in Statistics, Data Science, Mathematics, Computer Science, Engineering, or relevant related field 
Course work or experience demonstrating algorithmic programming and data visualization skills in Python, R, SAS, or MATLAB 
Excellent written and oral communication skills 
Attention to detail and adaptability 
THE FOLLOWING IS DESIRED 

 Experience either as an intern, a research assistant, or an applied project consultant, demonstrating capabilities in data analysis and programming 
Ability to write and understand scientific algorithms 
Experience using high performance computing clusters or cloud computing 

 LEGAL DISCLAIMER 
The above statements are intended to describe the nature and level of work being performed by people assigned to this job. They are not intended to be an exhaustive list of all responsibilities, activities and skills required of staff members. No statement herein is intended to imply any authorities to commit Battelle unless special written permission is granted by Battelle’s Legal Department. 

 BENEFITS 

 Battelle’s competitive benefits program includes comprehensive medical and dental care, matching 401K, paid time off, flexible spending accounts, disability coverage, and other benefits that help provide financial protection for you and your family. 

 Battelle provides employment and opportunities for advancement, compensation, training, and growth according to individual merit, without regard to race, color, religion, sex (including pregnancy), national origin, sexual orientation, gender identity, marital status, age, genetic information, disability, veteran-status, or any other characteristic protected under applicable Federal, state, or local law. Our goal is for each staff member to have the opportunity to grow to the limits of their abilities and to achieve personal and organizational objectives. We will support positive programs for equal treatment of all staff and full utilization of all qualified employees at all levels within Battelle. 

 For more information about our other openings, please visit www.battelle.org/careers",SimplyHired.com,Data Scientist,,,
1152,Data Scientist,,Baltimore,MD,,USA,0.00,96000.00,140000.00,118000.00,,"EducationDoctoral Degree
Bachelor's Degree
Master's Degree
SkillsSQL
Research Experience
Natural Language Processing
Google Cloud Platform
TensorFlowOverview 

 Jellyfish is seeking a Data Scientist to lead program evaluation activities for clients in Digital Marketing. Machine Learning and Artificial Intelligence is what Jellyfish uses to drive thought leadership to automate and transform Jellyfish offerings and operations. The data science team provides opportunities to innovate in a fast-paced organization that contributes to projects and technologies that deploy on the cloud. As a Junior Data Scientist, you will partner with media and client service teams to build solutions and services that can benefit Jellyfish internal operations as well as our clients. At Jellyfish, you will wrangle large and messy datasets of numerical and textual data and be able to solve real-world problems across various industry verticals. You will design and run experiments, research and discover innovative solutions to optimize profitability and customer experience. 

 Responsibilities 
Use machine learning and analytical techniques to create scalable solutions for business problems 
Analyze and extract relevant information from large amounts of historical data to help automate and optimize key processes 
Interact with stakeholder and customer to understand the business problem, help and aid them in implementation of DL/ML algorithms to solve problems 
Prepare visual presentations of data and analysis 
Qualifications 
BS in Computer Science, Mathematics, Physics, Economics, or a related field 
Demonstrated experience and understanding of Machine Learning, e.g.: linear/logistic regression, random forest, SVM, neural networks, etc. 
Knowledge and skills in the use of current state of the art machine learning frameworks such as Scikit-Learn, TensorFlow and Spark MLlib, etc 
Programming proficiency in one of the programming languages (Python, R, Matlab, Scala, Java, or C++) 
Proficiency manipulating large datasets and using databases (SQL) 
Data Skeptic, strong attention to detail 

 Preferred Skills 
MS or PhD in Computer Science, Mathematics, Physics, Economics, or a related field. 
At least 1 years of real world or research experience in data science and machine learning 
Hands on experience building models with deep learning frameworks like Tensorflow or similar 
Working knowledge about Natural Language Processing 
Experience with big-data technologies such as Spark, and cloud computing such as GCP, AWS, or Azure etc 
Ability to design rich data visualizations to communicate complex ideas to stakeholders 
Demonstrable skills in creative-problem-solving of complex and advanced technical subject matter",SimplyHired.com,Data Scientist,,,
1153,Data Scientist,,Baltimore,MD,,USA,0.00,100000.00,140000.00,120000.00,,"EducationDoctoral Degree
Bachelor's Degree
Master's Degree
SkillsSQL
Research Experience
Natural Language Processing
Google Cloud Platform
TensorFlowJellyfish, delivers digital marketing solutions across the world for a host of impressive brands from their offices in the US, Europe, Asia and South Africa. The agency’s award-winning combination of technology and talent help it to deliver paid media, UX, SEO, social media, analytics, optimization, creative and development solutions 
BS in Computer Science, Mathematics, Physics, Economics, or a
related field 
Demonstrated experience and understanding of Machine Learning,
e.g.: linear/logistic regression, random forest, SVM, neural networks, 
etc. 
Knowledge and skills in the use of current state of the art machine
learning frameworks such as Scikit-Learn, TensorFlow and Spark MLlib, 
etc 
Programming proficiency in one of the programming languages
(Python, R, Matlab, Scala, Java, or C++) 
Proficiency manipulating large datasets and using databases (SQL)
Data Skeptic, strong attention to detail
PREFERRED SKILLS 

MS or PhD in Computer Science, Mathematics, Physics, Economics, or
a related field. 
At least 1 years of real world or research experience in data
science and machine learning 
Hands on experience building models with deep learning frameworks
like Tensorflow or similar 
Working knowledge about Natural Language Processing
Experience with big-data technologies such as Spark, and cloud
computing such as GCP, AWS, or Azure etc 
Ability to design rich data visualizations to communicate complex
ideas to stakeholders 
Demonstrable skills in creative-problem-solving of complex and
advanced technical subject matter 
Use machine learning and analytical techniques to create scalable
solutions for business problems 
Analyze and extract relevant information from large amounts of
historical data to help automate and optimize key processes 
Interact with stakeholder and customer to understand the business
problem, help and aid them in implementation of DL/ML algorithms to 
solve problems 
Prepare visual presentations of data and analysis
Jellyfish is seeking a Data Scientist to lead program evaluation 
activities for clients in Digital Marketing. Machine Learning and 
Artificial Intelligence is what Jellyfish uses to drive thought 
leadership to automate and transform Jellyfish offerings and 
operations. The data science team provides opportunities to innovate 
in a fast-paced organization that contributes to projects and 
technologies that deploy on the cloud. As a Junior Data Scientist, you 
will partner with media and client service teams to build solutions 
and services that can benefit Jellyfish internal operations as well as 
our clients. At Jellyfish, you will wrangle large and messy datasets 
of numerical and textual data and be able to solve real-world problems 
across various industry verticals. You will design and run 
experiments, research and discover innovative solutions to optimize 
profitability and customer experience.",SimplyHired.com,Data Scientist,,,
1154,Data Scientist,,McLean,VA,,USA,0.00,120000.00,150000.00,135000.00,,"SkillsSQL
NoSQL
XML
Hadoop
HiveJob Summary 

 Looking for a data scientist that has experience in internet bulk data mining. The candidate will help develop novel analytical approaches for parsing bulk internet data sets, develop data mining algorithms and models for finding hidden patterns, unknown correlations, trends and other relationships within the data. The ideal candidate codes every day and enjoys solving big data challenges with mission impact. 

**Please note: This job requires an existing Top Secret Clearance and Polygraph** 

 Experience Needed 

 Must Be a US Citizen 
Clearance Required: Active TS/SCI and Poly 
Demonstrated on-the-job experience in data mining structured and unstructured bulk data sets. 
Demonstrated on-the-job experience in two or more of the following programming languages R, Python, SQL, ECL, Java, MatLab, JavaScript. 
Demonstrated on-the-job experience in big data and big data ecosystems, such as Hadoop, MapReduce, Spark, Hive, Pig, NoSQL, and/or Pentaho. 
Demonstrated on-the-job experience in working with big data algorithms, data structures, performance optimization, time series analysis, and pattern recognition. 
Demonstrated on-the-job experience in data mining skills data aggregation, validation, reconciliation, and modeling techniques. 
Demonstrated on-the-job experience data mining internet data such as web server logs, clickstream data, social media content, protocols, ports, flags, social network activity, browser data, cookie data, XML documents and schema, and time and sensor data from the Internet of Things (IoT). 

 Company Overview 
At Dezign Concepts, we are building a collaboration of professionals to help supply commercial, government and the intelligence communities with the services they need to excel in current and future endeavors. We are a growing company where providing outstanding solutions and delivering impeccable service is our highest priority. We believe that great people make great companies and every day we strive to provide the type of environment that encourages creativity, growth and satisfaction. 

 Dezign Concepts provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. 

 This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. 

 vQf71KwMhL",SimplyHired.com,Data Scientist,,,
1155,Scientist Global Data Science & Analytics,,Sylmar,CA,,USA,0.00,99000.00,140000.00,119500.00,,"EducationMaster's Degree
SkillsCommunication Skills
Clinical TrialsAbbott is a global healthcare leader that helps people live more fully at all stages of life. Our portfolio of life-changing technologies spans the spectrum of healthcare, with leading businesses and products in diagnostics, medical devices, nutritionals and branded generic medicines. Our 103,000 colleagues serve people in more than 160 countries. 

Summary:
 Working under supervision, this position will participate in scientific activities associated with the design, conduct and reporting of clinical trials for assigned therapeutic area. 

Main responsibilities will include:
 This position will work closely within the clinical study team including the medical director, biostatistician, study management personnel, data management personnel, and other clinical study personnel. Under supervision, this position will: 

Generate study-related documents, which may include but are not limited to reports of priors, investigational brochures, protocols, and case report forms
Maintain and analyze literature and competitive information for trial designs and results for assigned therapeutic area
Reviewing and providing input on statistical analysis plan
Generate study-level publication plans
Generate documents to support regulatory submissions for Abbott products
Contribute to the scientific content for documents to support regulatory submissions for Abbott products and responses to regulatory authorities about such submissions
Drive publications for clinical study data through coordination with investigator authors and project management of reviews and revisions for abstracts and manuscripts
Review and assess proposals for physician-initiated studies for assigned therapeutic area
Performs other related duties and responsibilities, on occasion, as assigned
Required Qualifications:
 Minimum qualification for this position is a Master’s degree in a relevant science with at least 3 years of relevant experience. 
This position will work in a highly matrixed and geographically diverse business environment. 
This position requires strong verbal and written communication skills, interpersonal skills, and willingness to travel as needed.",SimplyHired.com,Data Scientist,,,
1156,Data Scientist - OSINT Capabilities,,Charlottesville,VA,,USA,0.00,120000.00,170000.00,145000.00,,"EducationBachelor's Degree
Master's Degree
SkillsHadoop
Natural Language Processing
TensorFlow
Elasticsearch
SparkBAE Systems is looking for experienced Data Scientists work at our Government Customer site on an Army Intel contract. These Data Scientists will be required to: 
Develop and investigate advanced, complex algorithms and scientific solutions to complex technical problems 
Plan and execute research of complex scope regularly involving multiple disciplines 
Co-author / author external publications (conference papers / presentations, journal articles, books) 
Provide project management reporting and documentation 
Provide updates to internal project management for large, complex projects 
Actively support external project interactions with other companies 
Be a technical leader or project manager on medium sized projects (5-10 people) providing solutions that are highly innovative 
Participate in external project interactions with other companies 
Be heavily involved in business development efforts 
Serve as organization spokesperson on advanced projects and/or programs 
Brief customers regularly on various issues/concepts 
Lead smaller proposals 
Establish relationships with current and potential customers 

 Typical Education & Experience 
Typically a Bachelor's Degree and 2 years work experience or equivalent experience 

 Required Skills and Education 
BA or MS in Software Engineering, Science, Mathematics, or similar OR equivalent combination of education and experience 
Experience search architecture (ex – Solr, ElasticSearch) 
5-7 years experience in data science, advanced analytics, machine learning ,statistics 
Big Data Frameworks such as Spark or Hadoop 
Data Science frameworks such as Keras, Tensorflow, or Theano 
Experience with building querying ontologies such as Zeno, OWL, RDF, SparQL 
Experience with GPU processing 
Experience with machine learning (e.g. decision trees, topic modeling, neural networks/deep learning, natural language processing). Experience with optimization, simulation, modeling, network science and structured analytics. Experience with sampling, collecting, computing, analyzing statistical data and scripting and data analysis in R or Python. 

 Preferred Skills and Education 
OSINT 301 or OSINT 302 certification 

 About BAE Systems Intelligence & Security 
BAE Systems Intelligence & Security, based in McLean, Virginia, designs and delivers advanced defense, intelligence, and security solutions that support the important missions of our customers. Our pride and dedication shows in everything we do—from intelligence analysis, cyber operations and IT expertise to systems development, systems integration, and operations and maintenance services. Knowing that our work enables the U.S. military and government to recognize, manage and defeat threats inspires us to push ourselves and our technologies to new levels. That’s BAE Systems. That’s Inspired Work.",SimplyHired.com,Data Scientist,,,
1157,Research Assistant- Data Science,,Rockville,MD,,USA,0.00,39000.00,52000.00,45500.00,,"EducationBachelor's Degree
SkillsResearch Experience
Data Management
Data Collection
Microsoft Word
Analysis Skills
BenefitsDental Insurance
Health Insurance
Paid Time Off
Vision InsuranceResearch Assistant 

The Research Assistant will have an interest in areas such as statistics, data science, computer science and other related topics. The ideal candidate will utilize quantitative research methods and statistical skills along with superb organization and computer skills to be able to assist senior staff in conducting research for a variety of projects for Government and non-for-profit clients. The candidate should be an organized, detail-oriented, self-starter who has the ability to work well within a fast paced, team environment. Under the guidance of the project director, this entry-level position offers an opportunity to develop critical research and analytical skills.

Responsibilities: 
Follow the agreed research plan thoroughly, accurately and thoughtfully to ensure quality research outcomes and findings. Importantly, high stakes recommendations and decisions are made based on the results of our research projects
Perform data entry and data coding. Assist with primary data collection efforts, as well as analyses of secondary data sources
Perform data management tasks
Develop surveys and screeners as outlined in the project task.
Assist senior staff in performing statistical analyses of quantitative studies
Contribute to report writing, development of data visualization, formatting and copy editing
Prepare data for analysis
Document the procedures and methods used, carefully follow the research protocol and take precautionary steps to protect integrity of the data
Perform other duties as assigned

Requirements: 
Knowledge of statistical analysis
Knowledge of quantitative research
Excellent analytical and problem-solving skills
Knowledge of research terminology and understanding of the research process
Demonstrated excellent communication (oral and written), teamwork and interpersonal skills
Strong attention to detail and data trends
Ability to pass a routine background investigation
A Bachelor’s degree is required. Preferred fields of study include: Statistics, Data Science, Computer Science, Business and other related topics related disciplines. Candidates pursuing a Bachelor’s degree may be considered. Previous research experience in either academic or applied setting is a plus

Software Experience:
SPSS, STATA, R or similar Software: 1 year
Proficient in MS office applications including Word, Excel, Outlook, and PowerPoint

EurekaFacts, LLC is an Equal Opportunity Employer committed to making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. If you need a reasonable accommodation for any part of the employment process, please let us know the nature of your request and your contact information. Reasonable accommodations are considered on a case-by-case basis.

Job Type: Full-time

Experience:
Data Management: 1 year (Required)
Statistical Analysis: 1 year (Required)
Quantitative Research: 1 year (Required)

Education:
Bachelor's (Required)

Work Location:
One location

Benefits:
Health insurance
Dental insurance
Vision insurance
Paid time off

Schedule::
Monday to Friday",SimplyHired.com,Data Analyst,,,
1158,Data Engineer,,Raleigh-Durham,NC,,USA,0.00,60000.00,85000.00,72500.00,,"SkillsSQL
NoSQL
Tableau
AWS
Java
BenefitsProfessional Development Assistance
Flexible ScheduleJob Overview

We are looking for a savvy Data Engineer to join our growing team of analytics experts. We are a consulting firm that works on a variety of clients and client projects. Most of our clients need to be able to consolidate disparate data from a variety of sources into a data warehouse, then be able to run queries and develop analytics from there.

This hire will be responsible for optimizing client data warehouses and data pipeline architecture, as well as optimizing data flow. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our team and clients and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The Data Engineer will also interface with clients, so strong communication skills are necessary.

Work is 100% remote. You will be a subcontractor, with the option to go permanent down the road. Hours are flexible, as long as we get the work done.

Responsibilities for Data Engineer
Create and maintain optimal data pipeline architecture,
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL and AWS or Azure technologies.
Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other key business performance metrics.
Work with clients on scoping and requirements gathering., deadlines, expectations, and project status updates

Qualifications for Data Engineer
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.
Experience building and optimizing data pipelines, architectures and data sets.
Experience with AWS cloud services: EC2, EMR, RDS, Redshift
Experience with object-oriented/object function scripting languages: Python, Java, C++, Scala, etc.
Experience with data pipeline and workflow management tools: Tableau Prep, Azkaban, Luigi, Airflow, etc.
Experience with relational SQL and NoSQL databases, including Postgres and Cassandra.
Experience with APIs and screen scraping
Strong project management and organizational skills.
Experience supporting and working with cross-functional teams in a dynamic environment.

Job Type: Contract

Salary: $60,000.00 to $85,000.00 /year

Experience:
relevant: 1 year (Preferred)

Contract Length:
1 year

Contract Renewal:
Likely

Work Location:
Fully Remote

Benefits:
Flexible schedule
Professional development assistance

Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job

This Job Is:
A job for which military experienced candidates are encouraged to apply

Schedule::
Monday to Friday",SimplyHired.com,Data Engineer,,,
